bin_29_2_acIII.genome.CDS.3819,group00707
bin_29_2_acIII.genome.CDS.3277,group06985
bin_29_2_acIII.genome.CDS.2679,group01173
bin_29_2_acIII.genome.CDS.3275,group06986
bin_29_2_acIII.genome.CDS.3274,group00672
bin_29_2_acIII.genome.CDS.2675,group01354
bin_29_2_acIII.genome.CDS.3279,group13740
bin_29_2_acIII.genome.CDS.2677,group00706
bin_29_2_acIII.genome.CDS.2670,group01310
bin_29_2_acIII.genome.CDS.2671,group03288
bin_29_2_acIII.genome.CDS.2672,group01769
bin_29_2_acIII.genome.CDS.2673,group02186
bin_29_2_acIII.genome.CDS.3299,group06981
bin_29_2_acIII.genome.CDS.3298,group12485
bin_29_2_acIII.genome.CDS.3295,group01309
bin_29_2_acIII.genome.CDS.3294,group03297
bin_29_2_acIII.genome.CDS.3297,group02866
bin_29_2_acIII.genome.CDS.3296,group01950
bin_29_2_acIII.genome.CDS.3290,group01126
bin_29_2_acIII.genome.CDS.3293,group01241
bin_29_2_acIII.genome.CDS.3292,group06982
bin_29_2_acIII.genome.CDS.4739,group03385
bin_29_2_acIII.genome.CDS.4738,group00031
bin_29_2_acIII.genome.CDS.3109,group07031
bin_29_2_acIII.genome.CDS.3108,group12977
bin_29_2_acIII.genome.CDS.4733,group06876
bin_29_2_acIII.genome.CDS.3628,group07375
bin_29_2_acIII.genome.CDS.3107,group01234
bin_29_2_acIII.genome.CDS.3106,group04163
bin_29_2_acIII.genome.CDS.3101,group00026
bin_29_2_acIII.genome.CDS.4736,group06873
bin_29_2_acIII.genome.CDS.3103,group07543
bin_29_2_acIII.genome.CDS.4734,group06875
bin_29_2_acIII.genome.CDS.2932,group02946
bin_29_2_acIII.genome.CDS.4027,group02212
bin_29_2_acIII.genome.CDS.4026,group05623
bin_29_2_acIII.genome.CDS.4025,group00923
bin_29_2_acIII.genome.CDS.4024,group12896
bin_29_2_acIII.genome.CDS.4023,group02690
bin_29_2_acIII.genome.CDS.4022,group01320
bin_29_2_acIII.genome.CDS.4021,group07814
bin_29_2_acIII.genome.CDS.4020,group01248
bin_29_2_acIII.genome.CDS.4029,group00909
bin_29_2_acIII.genome.CDS.4028,group07807
bin_29_2_acIII.genome.CDS.2832,group04428
bin_29_2_acIII.genome.CDS.2833,group03657
bin_29_2_acIII.genome.CDS.3974,group00731
bin_29_2_acIII.genome.CDS.2786,group00599
bin_29_2_acIII.genome.CDS.2810,group10207
bin_29_2_acIII.genome.CDS.3216,group02240
bin_29_2_acIII.genome.CDS.2831,group00009
bin_29_2_acIII.genome.CDS.3357,group06968
bin_29_2_acIII.genome.CDS.2836,group02281
bin_29_2_acIII.genome.CDS.3276,group03654
bin_29_2_acIII.genome.CDS.3857,group00010
bin_29_2_acIII.genome.CDS.3856,group04360
bin_29_2_acIII.genome.CDS.3855,group01278
bin_29_2_acIII.genome.CDS.3854,group00777
bin_29_2_acIII.genome.CDS.3853,group00637
bin_29_2_acIII.genome.CDS.3852,group04595
bin_29_2_acIII.genome.CDS.3851,group04306
bin_29_2_acIII.genome.CDS.3850,group04592
bin_29_2_acIII.genome.CDS.2835,group11373
bin_29_2_acIII.genome.CDS.3859,group00036
bin_29_2_acIII.genome.CDS.3858,group04154
bin_29_2_acIII.genome.CDS.3888,group07284
bin_29_2_acIII.genome.CDS.2812,group00992
bin_29_2_acIII.genome.CDS.3487,group00925
bin_29_2_acIII.genome.CDS.2547,group00941
bin_29_2_acIII.genome.CDS.2735,group07092
bin_29_2_acIII.genome.CDS.3571,group11777
bin_29_2_acIII.genome.CDS.3971,group10664
bin_29_2_acIII.genome.CDS.4371,group00766
bin_29_2_acIII.genome.CDS.2031,group06849
bin_29_2_acIII.genome.CDS.2496,group00480
bin_29_2_acIII.genome.CDS.3972,group05580
bin_29_2_acIII.genome.CDS.2803,group08128
bin_29_2_acIII.genome.CDS.4641,group01269
bin_29_2_acIII.genome.CDS.4830,group04833
bin_29_2_acIII.genome.CDS.4832,group01038
bin_29_2_acIII.genome.CDS.4833,group07542
bin_29_2_acIII.genome.CDS.2598,group02583
bin_29_2_acIII.genome.CDS.715,group03144
bin_29_2_acIII.genome.CDS.2498,group02440
bin_29_2_acIII.genome.CDS.2947,group10214
bin_29_2_acIII.genome.CDS.4589,group08626
bin_29_2_acIII.genome.CDS.4375,group01991
bin_29_2_acIII.genome.CDS.409,group05506
bin_29_2_acIII.genome.CDS.2948,group05627
bin_29_2_acIII.genome.CDS.2497,group00138
bin_29_2_acIII.genome.CDS.2713,group00349
bin_29_2_acIII.genome.CDS.2712,group01665
bin_29_2_acIII.genome.CDS.2711,group07098
bin_29_2_acIII.genome.CDS.2710,group01259
bin_29_2_acIII.genome.CDS.2717,group03864
bin_29_2_acIII.genome.CDS.2716,group01247
bin_29_2_acIII.genome.CDS.2715,group02834
bin_29_2_acIII.genome.CDS.2714,group07097
bin_29_2_acIII.genome.CDS.2719,group09559
bin_29_2_acIII.genome.CDS.2718,group00551
bin_29_2_acIII.genome.CDS.2643,group01871
bin_29_2_acIII.genome.CDS.668,group08345
bin_29_2_acIII.genome.CDS.3065,group00216
bin_29_2_acIII.genome.CDS.3062,group02676
bin_29_2_acIII.genome.CDS.3063,group03792
bin_29_2_acIII.genome.CDS.3959,group10660
bin_29_2_acIII.genome.CDS.2889,group02145
bin_29_2_acIII.genome.CDS.2888,group07062
bin_29_2_acIII.genome.CDS.3060,group02947
bin_29_2_acIII.genome.CDS.2883,group01292
bin_29_2_acIII.genome.CDS.2882,group00011
bin_29_2_acIII.genome.CDS.2881,group00636
bin_29_2_acIII.genome.CDS.2880,group02433
bin_29_2_acIII.genome.CDS.2887,group07063
bin_29_2_acIII.genome.CDS.2886,group07064
bin_29_2_acIII.genome.CDS.2885,group02127
bin_29_2_acIII.genome.CDS.2884,group04704
bin_29_2_acIII.genome.CDS.3040,group04227
bin_29_2_acIII.genome.CDS.3593,group07192
bin_29_2_acIII.genome.CDS.3042,group03789
bin_29_2_acIII.genome.CDS.3043,group00597
bin_29_2_acIII.genome.CDS.3596,group07190
bin_29_2_acIII.genome.CDS.3597,group07189
bin_29_2_acIII.genome.CDS.3046,group00613
bin_29_2_acIII.genome.CDS.3595,group00671
bin_29_2_acIII.genome.CDS.3048,group01754
bin_29_2_acIII.genome.CDS.3049,group14044
bin_29_2_acIII.genome.CDS.3598,group02296
bin_29_2_acIII.genome.CDS.3599,group07187
bin_29_2_acIII.genome.CDS.2061,group06845
bin_29_2_acIII.genome.CDS.2165,group04409
bin_29_2_acIII.genome.CDS.3444,group12777
bin_29_2_acIII.genome.CDS.3445,group00113
bin_29_2_acIII.genome.CDS.3446,group00576
bin_29_2_acIII.genome.CDS.3447,group00770
bin_29_2_acIII.genome.CDS.3440,group00694
bin_29_2_acIII.genome.CDS.3441,group02322
bin_29_2_acIII.genome.CDS.3442,group02675
bin_29_2_acIII.genome.CDS.3443,group00137
bin_29_2_acIII.genome.CDS.3448,group05609
bin_29_2_acIII.genome.CDS.3449,group00311
bin_29_2_acIII.genome.CDS.3013,group00813
bin_29_2_acIII.genome.CDS.3012,group07042
bin_29_2_acIII.genome.CDS.4242,group05563
bin_29_2_acIII.genome.CDS.3011,group01872
bin_29_2_acIII.genome.CDS.3434,group13562
bin_29_2_acIII.genome.CDS.4128,group10353
bin_29_2_acIII.genome.CDS.3010,group07043
bin_29_2_acIII.genome.CDS.4122,group00167
bin_29_2_acIII.genome.CDS.3017,group00813
bin_29_2_acIII.genome.CDS.4120,group01585
bin_29_2_acIII.genome.CDS.4121,group04997
bin_29_2_acIII.genome.CDS.4126,group00885
bin_29_2_acIII.genome.CDS.4127,group00108
bin_29_2_acIII.genome.CDS.4124,group00138
bin_29_2_acIII.genome.CDS.3016,group00813
bin_29_2_acIII.genome.CDS.2669,group11648
bin_29_2_acIII.genome.CDS.2668,group01977
bin_29_2_acIII.genome.CDS.3015,group05628
bin_29_2_acIII.genome.CDS.2663,group00058
bin_29_2_acIII.genome.CDS.2662,group02699
bin_29_2_acIII.genome.CDS.2661,group00552
bin_29_2_acIII.genome.CDS.3014,group00813
bin_29_2_acIII.genome.CDS.2667,group01680
bin_29_2_acIII.genome.CDS.3437,group02944
bin_29_2_acIII.genome.CDS.2665,group00177
bin_29_2_acIII.genome.CDS.2664,group08121
bin_29_2_acIII.genome.CDS.2543,group02473
bin_29_2_acIII.genome.CDS.2540,group00504
bin_29_2_acIII.genome.CDS.4236,group11284
bin_29_2_acIII.genome.CDS.3917,group12848
bin_29_2_acIII.genome.CDS.4234,group07535
bin_29_2_acIII.genome.CDS.3915,group02959
bin_29_2_acIII.genome.CDS.4232,group10439
bin_29_2_acIII.genome.CDS.3913,group04229
bin_29_2_acIII.genome.CDS.4230,group11197
bin_29_2_acIII.genome.CDS.3911,group05394
bin_29_2_acIII.genome.CDS.4580,group02689
bin_29_2_acIII.genome.CDS.4581,group08483
bin_29_2_acIII.genome.CDS.4582,group00069
bin_29_2_acIII.genome.CDS.4583,group00840
bin_29_2_acIII.genome.CDS.4584,group00775
bin_29_2_acIII.genome.CDS.4585,group00174
bin_29_2_acIII.genome.CDS.4238,group01068
bin_29_2_acIII.genome.CDS.4587,group00722
bin_29_2_acIII.genome.CDS.3138,group07020
bin_29_2_acIII.genome.CDS.3139,group09636
bin_29_2_acIII.genome.CDS.3130,group01387
bin_29_2_acIII.genome.CDS.3131,group07022
bin_29_2_acIII.genome.CDS.3132,group01189
bin_29_2_acIII.genome.CDS.3133,group01189
bin_29_2_acIII.genome.CDS.3134,group04739
bin_29_2_acIII.genome.CDS.3135,group02563
bin_29_2_acIII.genome.CDS.3136,group00822
bin_29_2_acIII.genome.CDS.3137,group05553
bin_29_2_acIII.genome.CDS.4247,group00170
bin_29_2_acIII.genome.CDS.3629,group07161
bin_29_2_acIII.genome.CDS.3624,group09599
bin_29_2_acIII.genome.CDS.3625,group09590
bin_29_2_acIII.genome.CDS.3626,group09596
bin_29_2_acIII.genome.CDS.3627,group07162
bin_29_2_acIII.genome.CDS.3620,group07169
bin_29_2_acIII.genome.CDS.3621,group07168
bin_29_2_acIII.genome.CDS.3622,group08648
bin_29_2_acIII.genome.CDS.3623,group08647
bin_29_2_acIII.genome.CDS.4052,group05708
bin_29_2_acIII.genome.CDS.4053,group02955
bin_29_2_acIII.genome.CDS.4050,group07708
bin_29_2_acIII.genome.CDS.4051,group00014
bin_29_2_acIII.genome.CDS.4056,group00305
bin_29_2_acIII.genome.CDS.4057,group00855
bin_29_2_acIII.genome.CDS.4054,group00135
bin_29_2_acIII.genome.CDS.4055,group00234
bin_29_2_acIII.genome.CDS.4058,group10408
bin_29_2_acIII.genome.CDS.4059,group13752
bin_29_2_acIII.genome.CDS.4245,group00371
bin_29_2_acIII.genome.CDS.3822,group09996
bin_29_2_acIII.genome.CDS.3823,group13273
bin_29_2_acIII.genome.CDS.3820,group01922
bin_29_2_acIII.genome.CDS.3821,group00719
bin_29_2_acIII.genome.CDS.3826,group02234
bin_29_2_acIII.genome.CDS.3827,group07304
bin_29_2_acIII.genome.CDS.3824,group12098
bin_29_2_acIII.genome.CDS.3825,group10553
bin_29_2_acIII.genome.CDS.3828,group02050
bin_29_2_acIII.genome.CDS.3829,group04021
bin_29_2_acIII.genome.CDS.4596,group06821
bin_29_2_acIII.genome.CDS.3353,group01879
bin_29_2_acIII.genome.CDS.4492,group08473
bin_29_2_acIII.genome.CDS.4141,group02034
bin_29_2_acIII.genome.CDS.4490,group03493
bin_29_2_acIII.genome.CDS.4143,group02717
bin_29_2_acIII.genome.CDS.2658,group00400
bin_29_2_acIII.genome.CDS.4144,group07806
bin_29_2_acIII.genome.CDS.4497,group06836
bin_29_2_acIII.genome.CDS.4146,group03808
bin_29_2_acIII.genome.CDS.4147,group01972
bin_29_2_acIII.genome.CDS.4594,group03232
bin_29_2_acIII.genome.CDS.2638,group02454
bin_29_2_acIII.genome.CDS.36,group10421
bin_29_2_acIII.genome.CDS.4113,group11881
bin_29_2_acIII.genome.CDS.3948,group13876
bin_29_2_acIII.genome.CDS.3601,group07185
bin_29_2_acIII.genome.CDS.4365,group06865
bin_29_2_acIII.genome.CDS.4829,group08976
bin_29_2_acIII.genome.CDS.4828,group00344
bin_29_2_acIII.genome.CDS.4827,group01129
bin_29_2_acIII.genome.CDS.4826,group13085
bin_29_2_acIII.genome.CDS.4825,group00008
bin_29_2_acIII.genome.CDS.4824,group00465
bin_29_2_acIII.genome.CDS.4823,group00447
bin_29_2_acIII.genome.CDS.4822,group00466
bin_29_2_acIII.genome.CDS.4821,group00589
bin_29_2_acIII.genome.CDS.4820,group01047
bin_29_2_acIII.genome.CDS.4261,group00085
bin_29_2_acIII.genome.CDS.4591,group05077
bin_29_2_acIII.genome.CDS.3764,group00284
bin_29_2_acIII.genome.CDS.3943,group00690
bin_29_2_acIII.genome.CDS.3766,group00357
bin_29_2_acIII.genome.CDS.3761,group00425
bin_29_2_acIII.genome.CDS.4264,group00166
bin_29_2_acIII.genome.CDS.4590,group00367
bin_29_2_acIII.genome.CDS.3763,group00306
bin_29_2_acIII.genome.CDS.3762,group00202
bin_29_2_acIII.genome.CDS.4110,group04425
bin_29_2_acIII.genome.CDS.3732,group05289
bin_29_2_acIII.genome.CDS.3546,group04197
bin_29_2_acIII.genome.CDS.3265,group04001
bin_29_2_acIII.genome.CDS.4546,group00111
bin_29_2_acIII.genome.CDS.874,group00266
bin_29_2_acIII.genome.CDS.876,group06980
bin_29_2_acIII.genome.CDS.3260,group02413
bin_29_2_acIII.genome.CDS.4117,group10348
bin_29_2_acIII.genome.CDS.3261,group03303
bin_29_2_acIII.genome.CDS.3262,group00742
bin_29_2_acIII.genome.CDS.3263,group02193
bin_29_2_acIII.genome.CDS.4467,group01500
bin_29_2_acIII.genome.CDS.4466,group00686
bin_29_2_acIII.genome.CDS.4116,group03654
bin_29_2_acIII.genome.CDS.3730,group02636
bin_29_2_acIII.genome.CDS.4465,group00300
bin_29_2_acIII.genome.CDS.3268,group06990
bin_29_2_acIII.genome.CDS.3302,group02337
bin_29_2_acIII.genome.CDS.3301,group00487
bin_29_2_acIII.genome.CDS.4115,group10431
bin_29_2_acIII.genome.CDS.4460,group00267
bin_29_2_acIII.genome.CDS.503,group00962
bin_29_2_acIII.genome.CDS.2676,group02569
bin_29_2_acIII.genome.CDS.695,group07025
bin_29_2_acIII.genome.CDS.696,group07024
bin_29_2_acIII.genome.CDS.3736,group12520
bin_29_2_acIII.genome.CDS.4252,group03286
bin_29_2_acIII.genome.CDS.2876,group02252
bin_29_2_acIII.genome.CDS.2877,group07066
bin_29_2_acIII.genome.CDS.2874,group01457
bin_29_2_acIII.genome.CDS.2875,group01567
bin_29_2_acIII.genome.CDS.2873,group00340
bin_29_2_acIII.genome.CDS.2870,group07070
bin_29_2_acIII.genome.CDS.2871,group09920
bin_29_2_acIII.genome.CDS.2878,group02401
bin_29_2_acIII.genome.CDS.2879,group07065
bin_29_2_acIII.genome.CDS.2506,group01981
bin_29_2_acIII.genome.CDS.2507,group02627
bin_29_2_acIII.genome.CDS.3583,group04160
bin_29_2_acIII.genome.CDS.3582,group02667
bin_29_2_acIII.genome.CDS.3585,group13408
bin_29_2_acIII.genome.CDS.3584,group13401
bin_29_2_acIII.genome.CDS.3587,group07198
bin_29_2_acIII.genome.CDS.3586,group13694
bin_29_2_acIII.genome.CDS.3588,group07197
bin_29_2_acIII.genome.CDS.2508,group12610
bin_29_2_acIII.genome.CDS.2509,group03232
bin_29_2_acIII.genome.CDS.2478,group03742
bin_29_2_acIII.genome.CDS.2479,group00188
bin_29_2_acIII.genome.CDS.2472,group00533
bin_29_2_acIII.genome.CDS.2473,group00532
bin_29_2_acIII.genome.CDS.2470,group10422
bin_29_2_acIII.genome.CDS.2471,group00307
bin_29_2_acIII.genome.CDS.2476,group00545
bin_29_2_acIII.genome.CDS.2477,group00193
bin_29_2_acIII.genome.CDS.2474,group00470
bin_29_2_acIII.genome.CDS.2475,group01033
bin_29_2_acIII.genome.CDS.3453,group01015
bin_29_2_acIII.genome.CDS.3452,group00752
bin_29_2_acIII.genome.CDS.3451,group03287
bin_29_2_acIII.genome.CDS.3450,group00691
bin_29_2_acIII.genome.CDS.3457,group03420
bin_29_2_acIII.genome.CDS.3456,group00548
bin_29_2_acIII.genome.CDS.3455,group03791
bin_29_2_acIII.genome.CDS.3454,group00577
bin_29_2_acIII.genome.CDS.3459,group07140
bin_29_2_acIII.genome.CDS.3458,group00540
bin_29_2_acIII.genome.CDS.3872,group01856
bin_29_2_acIII.genome.CDS.4647,group01365
bin_29_2_acIII.genome.CDS.4314,group05645
bin_29_2_acIII.genome.CDS.4645,group05108
bin_29_2_acIII.genome.CDS.3944,group00823
bin_29_2_acIII.genome.CDS.4139,group05197
bin_29_2_acIII.genome.CDS.4138,group02695
bin_29_2_acIII.genome.CDS.4644,group00254
bin_29_2_acIII.genome.CDS.4131,group01236
bin_29_2_acIII.genome.CDS.4643,group00094
bin_29_2_acIII.genome.CDS.4254,group13821
bin_29_2_acIII.genome.CDS.4132,group13087
bin_29_2_acIII.genome.CDS.4135,group00893
bin_29_2_acIII.genome.CDS.4134,group11180
bin_29_2_acIII.genome.CDS.4137,group10345
bin_29_2_acIII.genome.CDS.4642,group06043
bin_29_2_acIII.genome.CDS.2696,group02710
bin_29_2_acIII.genome.CDS.2697,group00302
bin_29_2_acIII.genome.CDS.2694,group02574
bin_29_2_acIII.genome.CDS.2695,group04134
bin_29_2_acIII.genome.CDS.2692,group00743
bin_29_2_acIII.genome.CDS.2693,group07507
bin_29_2_acIII.genome.CDS.3059,group00988
bin_29_2_acIII.genome.CDS.3058,group00470
bin_29_2_acIII.genome.CDS.3057,group02463
bin_29_2_acIII.genome.CDS.3056,group00930
bin_29_2_acIII.genome.CDS.3055,group01600
bin_29_2_acIII.genome.CDS.3054,group02125
bin_29_2_acIII.genome.CDS.3053,group00900
bin_29_2_acIII.genome.CDS.3052,group03021
bin_29_2_acIII.genome.CDS.3051,group10122
bin_29_2_acIII.genome.CDS.3050,group13668
bin_29_2_acIII.genome.CDS.2982,group00025
bin_29_2_acIII.genome.CDS.2983,group07048
bin_29_2_acIII.genome.CDS.2980,group01504
bin_29_2_acIII.genome.CDS.2981,group01589
bin_29_2_acIII.genome.CDS.2986,group00813
bin_29_2_acIII.genome.CDS.2987,group00011
bin_29_2_acIII.genome.CDS.2984,group00813
bin_29_2_acIII.genome.CDS.2985,group04558
bin_29_2_acIII.genome.CDS.2988,group07046
bin_29_2_acIII.genome.CDS.2989,group08107
bin_29_2_acIII.genome.CDS.4597,group07542
bin_29_2_acIII.genome.CDS.4224,group09755
bin_29_2_acIII.genome.CDS.4595,group05653
bin_29_2_acIII.genome.CDS.3906,group02627
bin_29_2_acIII.genome.CDS.4593,group00460
bin_29_2_acIII.genome.CDS.3900,group00141
bin_29_2_acIII.genome.CDS.4223,group00160
bin_29_2_acIII.genome.CDS.4222,group01488
bin_29_2_acIII.genome.CDS.3946,group00644
bin_29_2_acIII.genome.CDS.3909,group03419
bin_29_2_acIII.genome.CDS.4228,group00650
bin_29_2_acIII.genome.CDS.4599,group03996
bin_29_2_acIII.genome.CDS.4598,group00327
bin_29_2_acIII.genome.CDS.3127,group05633
bin_29_2_acIII.genome.CDS.3126,group13569
bin_29_2_acIII.genome.CDS.3125,group03946
bin_29_2_acIII.genome.CDS.3124,group05631
bin_29_2_acIII.genome.CDS.3123,group01120
bin_29_2_acIII.genome.CDS.3122,group01189
bin_29_2_acIII.genome.CDS.3121,group07026
bin_29_2_acIII.genome.CDS.3120,group02267
bin_29_2_acIII.genome.CDS.3129,group04076
bin_29_2_acIII.genome.CDS.3128,group07023
bin_29_2_acIII.genome.CDS.3639,group13550
bin_29_2_acIII.genome.CDS.3638,group07152
bin_29_2_acIII.genome.CDS.3633,group07157
bin_29_2_acIII.genome.CDS.3632,group07158
bin_29_2_acIII.genome.CDS.3631,group13590
bin_29_2_acIII.genome.CDS.3630,group03506
bin_29_2_acIII.genome.CDS.3637,group07153
bin_29_2_acIII.genome.CDS.3636,group07154
bin_29_2_acIII.genome.CDS.3635,group07155
bin_29_2_acIII.genome.CDS.3634,group07156
bin_29_2_acIII.genome.CDS.4257,group01511
bin_29_2_acIII.genome.CDS.3677,group10969
bin_29_2_acIII.genome.CDS.4041,group01591
bin_29_2_acIII.genome.CDS.4040,group00547
bin_29_2_acIII.genome.CDS.4043,group07255
bin_29_2_acIII.genome.CDS.4042,group07256
bin_29_2_acIII.genome.CDS.4045,group03492
bin_29_2_acIII.genome.CDS.4044,group01591
bin_29_2_acIII.genome.CDS.4047,group00926
bin_29_2_acIII.genome.CDS.4046,group02956
bin_29_2_acIII.genome.CDS.4049,group02697
bin_29_2_acIII.genome.CDS.4048,group00608
bin_29_2_acIII.genome.CDS.3116,group07027
bin_29_2_acIII.genome.CDS.4250,group00196
bin_29_2_acIII.genome.CDS.3676,group00130
bin_29_2_acIII.genome.CDS.3117,group03428
bin_29_2_acIII.genome.CDS.3114,group00053
bin_29_2_acIII.genome.CDS.4727,group06878
bin_29_2_acIII.genome.CDS.3112,group00080
bin_29_2_acIII.genome.CDS.4721,group03827
bin_29_2_acIII.genome.CDS.3831,group02836
bin_29_2_acIII.genome.CDS.3830,group05261
bin_29_2_acIII.genome.CDS.3833,group04020
bin_29_2_acIII.genome.CDS.3832,group00857
bin_29_2_acIII.genome.CDS.3835,group03659
bin_29_2_acIII.genome.CDS.3110,group07029
bin_29_2_acIII.genome.CDS.3837,group02705
bin_29_2_acIII.genome.CDS.3836,group00031
bin_29_2_acIII.genome.CDS.3839,group05641
bin_29_2_acIII.genome.CDS.3838,group03660
bin_29_2_acIII.genome.CDS.4723,group00682
bin_29_2_acIII.genome.CDS.2539,group00018
bin_29_2_acIII.genome.CDS.4798,group01979
bin_29_2_acIII.genome.CDS.4588,group11393
bin_29_2_acIII.genome.CDS.3674,group03224
bin_29_2_acIII.genome.CDS.1740,group08158
bin_29_2_acIII.genome.CDS.4253,group13631
bin_29_2_acIII.genome.CDS.3163,group07015
bin_29_2_acIII.genome.CDS.2523,group13626
bin_29_2_acIII.genome.CDS.4790,group08503
bin_29_2_acIII.genome.CDS.3161,group07016
bin_29_2_acIII.genome.CDS.4792,group04233
bin_29_2_acIII.genome.CDS.3167,group01275
bin_29_2_acIII.genome.CDS.3672,group02053
bin_29_2_acIII.genome.CDS.3166,group02483
bin_29_2_acIII.genome.CDS.4797,group01010
bin_29_2_acIII.genome.CDS.4796,group00634
bin_29_2_acIII.genome.CDS.260,group06531
bin_29_2_acIII.genome.CDS.4104,group12592
bin_29_2_acIII.genome.CDS.2538,group04355
bin_29_2_acIII.genome.CDS.2758,group05523
bin_29_2_acIII.genome.CDS.4258,group00101
bin_29_2_acIII.genome.CDS.141,group07120
bin_29_2_acIII.genome.CDS.4106,group05468
bin_29_2_acIII.genome.CDS.2459,group00838
bin_29_2_acIII.genome.CDS.3950,group11164
bin_29_2_acIII.genome.CDS.4107,group02630
bin_29_2_acIII.genome.CDS.3747,group11743
bin_29_2_acIII.genome.CDS.3746,group00768
bin_29_2_acIII.genome.CDS.999,group00365
bin_29_2_acIII.genome.CDS.2608,group04573
bin_29_2_acIII.genome.CDS.4576,group06825
bin_29_2_acIII.genome.CDS.3952,group03101
bin_29_2_acIII.genome.CDS.3745,group00157
bin_29_2_acIII.genome.CDS.2865,group07072
bin_29_2_acIII.genome.CDS.2864,group06511
bin_29_2_acIII.genome.CDS.2867,group10863
bin_29_2_acIII.genome.CDS.2866,group03582
bin_29_2_acIII.genome.CDS.3591,group07194
bin_29_2_acIII.genome.CDS.2860,group07075
bin_29_2_acIII.genome.CDS.2863,group06511
bin_29_2_acIII.genome.CDS.2869,group07071
bin_29_2_acIII.genome.CDS.2868,group02090
bin_29_2_acIII.genome.CDS.2515,group00689
bin_29_2_acIII.genome.CDS.2514,group03295
bin_29_2_acIII.genome.CDS.2517,group03807
bin_29_2_acIII.genome.CDS.2516,group00521
bin_29_2_acIII.genome.CDS.2511,group01581
bin_29_2_acIII.genome.CDS.2510,group08165
bin_29_2_acIII.genome.CDS.2513,group00798
bin_29_2_acIII.genome.CDS.2512,group00970
bin_29_2_acIII.genome.CDS.2519,group06955
bin_29_2_acIII.genome.CDS.2518,group00503
bin_29_2_acIII.genome.CDS.2469,group02831
bin_29_2_acIII.genome.CDS.2468,group00461
bin_29_2_acIII.genome.CDS.4103,group00165
bin_29_2_acIII.genome.CDS.3743,group00274
bin_29_2_acIII.genome.CDS.2461,group01049
bin_29_2_acIII.genome.CDS.2460,group00565
bin_29_2_acIII.genome.CDS.2463,group00265
bin_29_2_acIII.genome.CDS.2462,group00564
bin_29_2_acIII.genome.CDS.2465,group00326
bin_29_2_acIII.genome.CDS.2464,group00444
bin_29_2_acIII.genome.CDS.2467,group00493
bin_29_2_acIII.genome.CDS.2466,group12705
bin_29_2_acIII.genome.CDS.3742,group13724
bin_29_2_acIII.genome.CDS.3703,group00139
bin_29_2_acIII.genome.CDS.2604,group01263
bin_29_2_acIII.genome.CDS.3336,group01422
bin_29_2_acIII.genome.CDS.4105,group00729
bin_29_2_acIII.genome.CDS.3334,group00233
bin_29_2_acIII.genome.CDS.3335,group03090
bin_29_2_acIII.genome.CDS.3332,group03103
bin_29_2_acIII.genome.CDS.3333,group03525
bin_29_2_acIII.genome.CDS.4450,group02397
bin_29_2_acIII.genome.CDS.3331,group01827
bin_29_2_acIII.genome.CDS.3480,group01073
bin_29_2_acIII.genome.CDS.3481,group00042
bin_29_2_acIII.genome.CDS.3482,group01707
bin_29_2_acIII.genome.CDS.3483,group07137
bin_29_2_acIII.genome.CDS.4108,group07246
bin_29_2_acIII.genome.CDS.3485,group00747
bin_29_2_acIII.genome.CDS.4458,group05652
bin_29_2_acIII.genome.CDS.3339,group00315
bin_29_2_acIII.genome.CDS.2685,group03109
bin_29_2_acIII.genome.CDS.2684,group00512
bin_29_2_acIII.genome.CDS.3028,group00849
bin_29_2_acIII.genome.CDS.2686,group04152
bin_29_2_acIII.genome.CDS.2681,group04741
bin_29_2_acIII.genome.CDS.2680,group01083
bin_29_2_acIII.genome.CDS.2683,group06183
bin_29_2_acIII.genome.CDS.2682,group09988
bin_29_2_acIII.genome.CDS.3022,group13682
bin_29_2_acIII.genome.CDS.3023,group05402
bin_29_2_acIII.genome.CDS.3020,group02826
bin_29_2_acIII.genome.CDS.3021,group07039
bin_29_2_acIII.genome.CDS.2689,group05624
bin_29_2_acIII.genome.CDS.3027,group03531
bin_29_2_acIII.genome.CDS.3024,group07038
bin_29_2_acIII.genome.CDS.2991,group00469
bin_29_2_acIII.genome.CDS.2990,group00732
bin_29_2_acIII.genome.CDS.2993,group02113
bin_29_2_acIII.genome.CDS.2992,group00427
bin_29_2_acIII.genome.CDS.2995,group02916
bin_29_2_acIII.genome.CDS.2994,group07045
bin_29_2_acIII.genome.CDS.2997,group03273
bin_29_2_acIII.genome.CDS.2996,group03279
bin_29_2_acIII.genome.CDS.2999,group00708
bin_29_2_acIII.genome.CDS.2998,group03270
bin_29_2_acIII.genome.CDS.3740,group00208
bin_29_2_acIII.genome.CDS.3492,group11566
bin_29_2_acIII.genome.CDS.3930,group08303
bin_29_2_acIII.genome.CDS.3931,group08086
bin_29_2_acIII.genome.CDS.4212,group05598
bin_29_2_acIII.genome.CDS.4213,group02530
bin_29_2_acIII.genome.CDS.4214,group02241
bin_29_2_acIII.genome.CDS.4215,group00788
bin_29_2_acIII.genome.CDS.4216,group00010
bin_29_2_acIII.genome.CDS.4217,group10359
bin_29_2_acIII.genome.CDS.3938,group07495
bin_29_2_acIII.genome.CDS.3939,group03444
bin_29_2_acIII.genome.CDS.4442,group04710
bin_29_2_acIII.genome.CDS.3152,group08279
